symbol,quantity,algo,open_px,notional
EXK,6.0,VWAP,10.369999885559082,62.21999931335449
NG,15.0,VWAP,7.800000190734863,117.00000286102295
PAAS,0.0,VWAP,48.0,0.0
RCI,0.0,VWAP,35.939998626708984,0.0
BB,13.0,VWAP,8.8100004196167,114.53000545501709
SA,-1.0,VWAP,31.889999389648438,-31.889999389648438
RY,0.0,VWAP,213.5399932861328,0.0
ANDE,0.0,VWAP,65.91000366210938,0.0
TU,11.0,VWAP,9.539999961853027,104.9399995803833
TD,0.0,VWAP,123.75,0.0
TECK,0.0,VWAP,65.08000183105469,0.0
TGB,9.0,VWAP,8.649999618530273,77.84999656677246
WFG,0.0,VWAP,70.1500015258789,0.0
HIFS,0.0,VWAP,314.9200134277344,0.0
OII,0.0,VWAP,50.779998779296875,0.0
CIEN,0.0,VWAP,430.32000732421875,0.0
BIO,0.0,VWAP,364.0,0.0
TWI,4.0,VWAP,7.039999961853027,28.15999984741211
BSX,0.0,VWAP,51.56999969482422,0.0
SPB,0.0,VWAP,89.25,0.0
DVN,1.0,VWAP,44.25,44.25
PRIM,0.0,VWAP,81.30000305175781,0.0
NWBI,5.0,VWAP,15.819999694824219,79.0999984741211
KRG,1.0,VWAP,26.469999313354492,26.469999313354492
BBBY,17.0,VWAP,4.289999961853027,72.92999935150146
ATEC,4.0,VWAP,9.739999771118164,38.959999084472656
AMKR,0.0,VWAP,55.400001525878906,0.0
COF,0.0,VWAP,224.19000244140625,0.0
CDNS,0.0,VWAP,324.0,0.0
TECH,1.0,VWAP,72.20999908447266,72.20999908447266
MEOH,0.0,VWAP,53.040000915527344,0.0
BIIB,0.0,VWAP,212.97999572753906,0.0
CHE,0.0,VWAP,541.02001953125,0.0
NEOG,4.0,VWAP,11.479999542236328,45.91999816894531
LXU,3.0,VWAP,9.739999771118164,29.219999313354492
CRUS,0.0,VWAP,121.9800033569336,0.0
ETR,0.0,VWAP,107.30000305175781,0.0
WPC,0.0,VWAP,71.0,0.0
IEX,0.0,VWAP,241.39999389648438,0.0
VZ,0.0,VWAP,47.029998779296875,0.0
CHDN,0.0,VWAP,88.66999816894531,0.0
CVX,0.0,VWAP,195.0,0.0
AUPH,0.0,VWAP,15.5600004196167,0.0
ARCB,0.0,VWAP,141.2899932861328,0.0
VRTX,0.0,VWAP,528.6799926757812,0.0
STBA,0.0,VWAP,51.790000915527344,0.0
PEP,0.0,VWAP,139.41000366210938,0.0
AES,23.0,VWAP,14.739999771118164,339.0199947357178
UPBD,0.0,VWAP,19.329999923706055,0.0
BELFA,0.0,VWAP,237.75999450683594,0.0
MGM,0.0,VWAP,44.029998779296875,0.0
LSCC,0.0,VWAP,128.75,0.0
ARE,0.0,VWAP,47.849998474121094,0.0
NPKI,0.0,VWAP,13.989999771118164,0.0
AAON,0.0,VWAP,85.3499984741211,0.0
CFR,0.0,VWAP,169.0399932861328,0.0
KOPN,22.0,VWAP,4.840000152587891,106.4800033569336
ITRI,0.0,VWAP,102.76000213623047,0.0
AMG,0.0,VWAP,364.7699890136719,0.0
PTC,0.0,VWAP,147.75,0.0
WPM,0.0,VWAP,133.0,0.0
GSBC,0.0,VWAP,81.04000091552734,0.0
GIII,0.0,VWAP,33.790000915527344,0.0
MMS,-1.0,VWAP,54.599998474121094,-54.599998474121094
GHC,0.0,VWAP,1197.8599853515625,0.0
WRLD,0.0,VWAP,190.75,0.0
CSCO,0.0,VWAP,113.93000030517578,0.0
NOV,0.0,VWAP,20.719999313354492,0.0
GBCI,0.0,VWAP,49.599998474121094,0.0
TRMK,0.0,VWAP,48.45000076293945,0.0
STN,0.0,VWAP,73.36000061035156,0.0
XPEL,-1.0,VWAP,49.43000030517578,-49.43000030517578
VICR,0.0,VWAP,226.64999389648438,0.0
SSRM,0.0,VWAP,32.13999938964844,0.0
ELV,0.0,VWAP,400.79998779296875,0.0
UDR,0.0,VWAP,37.41999816894531,0.0
SRPT,2.0,VWAP,18.40999984741211,36.81999969482422
MMSI,0.0,VWAP,92.12000274658203,0.0
L,0.0,VWAP,113.8499984741211,0.0
M,2.0,VWAP,24.040000915527344,48.08000183105469
ICFI,0.0,VWAP,90.6500015258789,0.0
SKE,0.0,VWAP,32.58000183105469,0.0
BHE,0.0,VWAP,81.8499984741211,0.0
PRDO,0.0,VWAP,31.559999465942383,0.0
ORI,0.0,VWAP,42.70000076293945,0.0
STAA,0.0,VWAP,24.079999923706055,0.0
PRGS,0.0,VWAP,44.0,0.0
ESE,0.0,VWAP,301.0,0.0
DY,0.0,VWAP,411.9599914550781,0.0
SWBI,1.0,VWAP,14.1899995803833,14.1899995803833
NOVT,0.0,VWAP,167.0399932861328,0.0
MXL,0.0,VWAP,73.56999969482422,0.0
WTS,0.0,VWAP,389.2799987792969,0.0
NKE,1.0,VWAP,40.7400016784668,40.7400016784668
MU,0.0,VWAP,912.8900146484375,0.0
RGA,0.0,VWAP,248.0,0.0
AMRC,0.0,VWAP,27.190000534057617,0.0
CATY,0.0,VWAP,64.88999938964844,0.0
CECO,0.0,VWAP,77.80999755859375,0.0
MLI,0.0,VWAP,68.05999755859375,0.0
KKR,0.0,VWAP,111.6500015258789,0.0
REGN,0.0,VWAP,802.2100219726562,0.0
TEX,0.0,VWAP,68.11000061035156,0.0
AMN,-2.0,VWAP,32.650001525878906,-65.30000305175781
AZO,0.0,VWAP,3055.989990234375,0.0
ENB,0.0,VWAP,51.43000030517578,0.0
HNI,0.0,VWAP,49.83000183105469,0.0
HAE,0.0,VWAP,91.62999725341797,0.0
VOYA,0.0,VWAP,99.9800033569336,0.0
BOH,0.0,VWAP,80.0,0.0
AVNT,-1.0,VWAP,45.529998779296875,-45.529998779296875
EZPW,-1.0,VWAP,29.219999313354492,-29.219999313354492
ABUS,45.0,VWAP,4.559999942779541,205.19999742507935
ADC,0.0,VWAP,74.80999755859375,0.0
HSIC,0.0,VWAP,90.88999938964844,0.0
UHS,0.0,VWAP,172.41000366210938,0.0
HWC,0.0,VWAP,79.36000061035156,0.0
MTG,0.0,VWAP,30.8799991607666,0.0
RHP,0.0,VWAP,124.05999755859375,0.0
OSK,0.0,VWAP,155.6699981689453,0.0
ZBRA,0.0,VWAP,381.1099853515625,0.0
CNC,0.0,VWAP,67.76000213623047,0.0
USB,0.0,VWAP,65.11000061035156,0.0
THFF,0.0,VWAP,81.66999816894531,0.0
FHI,0.0,VWAP,63.20000076293945,0.0
INTU,0.0,VWAP,336.95001220703125,0.0
BOKF,0.0,VWAP,145.27999877929688,0.0
UHAL,0.0,VWAP,74.7300033569336,0.0
ADT,20.0,VWAP,7.400000095367432,148.00000190734863
SLGN,0.0,VWAP,41.56999969482422,0.0
QCOM,0.0,VWAP,163.33999633789062,0.0
GEO,0.0,VWAP,31.549999237060547,0.0
SM,1.0,VWAP,32.41999816894531,32.41999816894531
HPQ,1.0,VWAP,31.31999969482422,31.31999969482422
NHI,0.0,VWAP,71.25,0.0
UNH,0.0,VWAP,405.5899963378906,0.0
JBSS,0.0,VWAP,85.25,0.0
ODFL,0.0,VWAP,214.44000244140625,0.0
OPCH,0.0,VWAP,24.079999923706055,0.0
VCEL,0.0,VWAP,45.34000015258789,0.0
NBTB,0.0,VWAP,53.779998779296875,0.0
WOR,0.0,VWAP,57.4900016784668,0.0
PZZA,0.0,VWAP,24.329999923706055,0.0
GILD,0.0,VWAP,136.94000244140625,0.0
AEG,12.0,VWAP,9.399999618530273,112.79999542236328
CNOB,1.0,VWAP,33.52000045776367,33.52000045776367
UVSP,-1.0,VWAP,43.220001220703125,-43.220001220703125
SVM,2.0,VWAP,11.770000457763672,23.540000915527344
IBOC,0.0,VWAP,73.12000274658203,0.0
WWD,0.0,VWAP,364.1700134277344,0.0
NNN,0.0,VWAP,46.099998474121094,0.0
DLTR,0.0,VWAP,129.89999389648438,0.0
SCCO,0.0,VWAP,191.22999572753906,0.0
EXTR,0.0,VWAP,24.059999465942383,0.0
KIM,2.0,VWAP,24.309999465942383,48.619998931884766
FCF,-1.0,VWAP,21.790000915527344,-21.790000915527344
FMBH,0.0,VWAP,52.189998626708984,0.0
AMSC,-1.0,VWAP,32.0099983215332,-32.0099983215332
CALY,0.0,VWAP,16.600000381469727,0.0
THC,0.0,VWAP,268.1099853515625,0.0
LAZ,0.0,VWAP,43.689998626708984,0.0
ICUI,0.0,VWAP,180.22000122070312,0.0
EFOR,0.0,VWAP,32.810001373291016,0.0
KSS,1.0,VWAP,19.239999771118164,19.239999771118164
CAKE,0.0,VWAP,118.0,0.0
MANH,0.0,VWAP,197.30999755859375,0.0
USPH,0.0,VWAP,82.98999786376953,0.0
EQR,0.0,VWAP,65.08999633789062,0.0
COLB,0.0,VWAP,32.5,0.0
SBUX,0.0,VWAP,109.16999816894531,0.0
C,0.0,VWAP,138.2899932861328,0.0
BRKL,49.0,VWAP,24.75,1212.75
OHI,0.0,VWAP,46.22999954223633,0.0
HLIT,4.0,VWAP,14.479999542236328,57.91999816894531
