ticker,quantity,algo,infocode
OTEX,0,VWAP,64839
SRE,0,VWAP,72874
WSM,0,VWAP,51889
CFFN,0,VWAP,53434
BSY,0,VWAP,329954
RDN,0,VWAP,67443
EGBN,-1,VWAP,49784
RRC,0,VWAP,69882
KFY,0,VWAP,71461
ENOV,-1,VWAP,151798
GS,0,VWAP,66846
CSQ,0,VWAP,
ATLC,0,VWAP,71476
TGT,0,VWAP,69708
CBRE,0,VWAP,63136
EVR,0,VWAP,67534
UTI,-1,VWAP,51185
CCOI,-2,VWAP,68009
MORN,0,VWAP,51173
MSTR,0,VWAP,69999
CNX,0,VWAP,64738
LAD,0,VWAP,66980
STRL,0,VWAP,62548
QXO,12,VWAP,57199
EWBC,0,VWAP,51700
LKQ,1,VWAP,51781
SYNA,0,VWAP,69204
ALGN,0,VWAP,60710
IVT,0,VWAP,274120
TNC,-1,VWAP,65042
CRI,-1,VWAP,54171
DIOD,0,VWAP,61873
WEX,0,VWAP,51939
FCN,0,VWAP,57267
NPO,0,VWAP,52945
JLL,0,VWAP,67118
AMPH,-1,VWAP,276709
CPK,0,VWAP,63207
FFIV,0,VWAP,50219
IRM,0,VWAP,61264
TFII,0,VWAP,72666
KFRC,0,VWAP,49563
HSTM,-1,VWAP,68055
WCC,0,VWAP,70074
FHN,1,VWAP,51936
AGM,0,VWAP,52596
SBAC,0,VWAP,59896
USAS,29,VWAP,63111
SWKS,0,VWAP,53092
IPAR,0,VWAP,61120
ZD,-1,VWAP,67756
MGEE,0,VWAP,72900
AAP,0,VWAP,69189
WT,0,VWAP,68526
ONB,0,VWAP,50346
PFG,0,VWAP,62344
STZ,0,VWAP,49155
FLG,4,VWAP,71789
RIGL,0,VWAP,49359
KMPR,0,VWAP,59759
CSGP,0,VWAP,68229
BANR,0,VWAP,53811
NTCT,-1,VWAP,61066
EXEL,0,VWAP,50586
ATRC,0,VWAP,69073
RUSHB,1,VWAP,50728
ARLP,-2,VWAP,55672
KTOS,0,VWAP,57832
KMX,0,VWAP,57422
AIZ,0,VWAP,59734
LPTH,4,VWAP,54005
SBCF,0,VWAP,61489
NRG,0,VWAP,70617
SAFE,0,VWAP,62416
CROX,0,VWAP,71659
UPS,0,VWAP,50309
AMSF,-1,VWAP,65305
BKD,5,VWAP,57085
ET,3,VWAP,49480
SBH,0,VWAP,71836
ICE,0,VWAP,49256
TDY,0,VWAP,50161
CRM,0,VWAP,60876
REPX,0,VWAP,52343
HTGC,2,VWAP,
NBN,0,VWAP,52895
RIOT,4,VWAP,69333
PSN,0,VWAP,316677
DLB,0,VWAP,54233
CMP,-2,VWAP,65765
FCEL,0,VWAP,53026
TNET,0,VWAP,274898
SXT,0,VWAP,62472
SNDR,0,VWAP,296542
EPC,-1,VWAP,64003
EW,0,VWAP,57251
INVA,-1,VWAP,65943
ILMN,0,VWAP,63915
BRKR,0,VWAP,66063
NFLX,0,VWAP,72558
OMCL,0,VWAP,68230
EVC,1,VWAP,52318
MFIC,0,VWAP,
ON,0,VWAP,60107
BN,0,VWAP,67129
ACLS,0,VWAP,50334
THRM,0,VWAP,55665
CACI,0,VWAP,57152
ENTG,0,VWAP,56945
ITGR,0,VWAP,63613
HAFC,0,VWAP,68393
BLFS,0,VWAP,71290
TPR,0,VWAP,66443
TTMI,0,VWAP,68475
PLPC,0,VWAP,49529
SUPN,-1,VWAP,261113
HIVE,101,VWAP,277781
H,0,VWAP,216044
SNX,0,VWAP,51303
PDFS,0,VWAP,54614
FORM,0,VWAP,67890
SVRA,7,VWAP,64276
HLI,0,VWAP,284902
NTGR,-1,VWAP,72004
SHEN,-2,VWAP,49633
PGC,0,VWAP,50444
AAOI,0,VWAP,268592
IPGP,0,VWAP,58133
ALRS,0,VWAP,69185
CWBC,0,VWAP,58528
BWXT,0,VWAP,235005
AWI,0,VWAP,64305
NVAX,10,VWAP,56768
CYTK,0,VWAP,53910
SBRA,2,VWAP,62563
NNI,0,VWAP,52935
FRHC,0,VWAP,64100
GPN,0,VWAP,72412
ARWR,0,VWAP,50791
AG,3,VWAP,244410
VSTS,1,VWAP,367252
HALO,0,VWAP,55746
PIPR,0,VWAP,60997
PBH,0,VWAP,62321
WMS,0,VWAP,277331
SGI,0,VWAP,51392
LINC,-1,VWAP,57723
HTH,-1,VWAP,64286
CPAY,0,VWAP,244403
ADAM,3,VWAP,50614
MDLZ,0,VWAP,60190
CUBE,0,VWAP,68513
UCTT,0,VWAP,57220
WLK,0,VWAP,72195
IDT,0,VWAP,68148
RNG,0,VWAP,268606
GNW,6,VWAP,61162
CVBF,0,VWAP,58524
TCBI,0,VWAP,53161
DRH,3,VWAP,54253
CF,0,VWAP,63155
LVS,0,VWAP,64200
CE,0,VWAP,66050
UAA,33,VWAP,64105
MAIN,-1,VWAP,136748
ABR,10,VWAP,65896
AGX,0,VWAP,68650
CVCO,0,VWAP,58527
QCRH,0,VWAP,52337
XPO,0,VWAP,59463
WYNN,0,VWAP,54710
DKS,0,VWAP,54231
NOG,0,VWAP,51004
APLD,1,VWAP,57285
AMP,0,VWAP,50395
UEC,4,VWAP,63802
LMAT,0,VWAP,70338
EQIX,0,VWAP,56976
MOH,0,VWAP,70485
EPAM,0,VWAP,259581
ECPG,0,VWAP,64615
WCN,0,VWAP,66458
NXST,0,VWAP,56816
EFSC,0,VWAP,55116
PFS,0,VWAP,61551
MA,0,VWAP,70252
LEN.B,0,VWAP,60341
TMUS,0,VWAP,74139
TRS,-1,VWAP,74604
NDAQ,0,VWAP,51650
ACM,0,VWAP,74538
LDOS,0,VWAP,62394
HUN,8,VWAP,55751
EXLS,0,VWAP,52175
RUSHA,0,VWAP,72629
TFSL,0,VWAP,74213
DXCM,0,VWAP,65197
BANC,1,VWAP,55789
HBM,2,VWAP,66776
DPZ,0,VWAP,54245
SAIA,0,VWAP,51603
TVTX,0,VWAP,63732
ARCC,3,VWAP,
CYRX,0,VWAP,49830
LQDT,-1,VWAP,54007
QUBT,9,VWAP,69030
MNKD,18,VWAP,68904
WTI,35,VWAP,70699
WAL,0,VWAP,70159
TXRH,0,VWAP,57192
EXR,0,VWAP,65923
HURN,0,VWAP,49550
CGAU,0,VWAP,213910
ENS,0,VWAP,59621
ITRG,45,VWAP,302490
AX,0,VWAP,51295
DLR,0,VWAP,60628
GM,0,VWAP,243526
NWE,0,VWAP,60046
MELI,0,VWAP,138494
RF,3,VWAP,72973
PSEC,62,VWAP,
SHO,6,VWAP,68990
CVI,-1,VWAP,139836
BDC,0,VWAP,67396
EIG,0,VWAP,61343
KOP,-2,VWAP,57427
COLD,5,VWAP,303838
OZK,0,VWAP,54531
BY,0,VWAP,298404
HOMB,0,VWAP,61498
FSBC,0,VWAP,339275
NIC,0,VWAP,266919
CCB,-1,VWAP,307733
EQBK,0,VWAP,286251
SPFI,0,VWAP,316711
TNL,0,VWAP,70369
TFIN,0,VWAP,279182
MDGL,0,VWAP,56465
EYPT,0,VWAP,72316
WLDN,0,VWAP,60718
LRN,0,VWAP,147787
HRI,0,VWAP,55749
PTCT,0,VWAP,267386
ACHC,0,VWAP,257167
LYV,0,VWAP,64203
MWA,0,VWAP,68027
ALT,48,VWAP,65243
RBC,0,VWAP,61629
IRWD,38,VWAP,228866
KBR,0,VWAP,57400
TREE,-1,VWAP,153452
CMG,3,VWAP,63181
CARS,-2,VWAP,297324
EXPE,0,VWAP,65300
APPS,3,VWAP,58272
AWK,0,VWAP,150187
OMER,2,VWAP,209869
GSAT,0,VWAP,71833
CSIQ,0,VWAP,58450
ENSG,0,VWAP,136743
AVAV,0,VWAP,60571
TDC,0,VWAP,139032
DAL,0,VWAP,74302
TDG,0,VWAP,51134
CODI,-2,VWAP,55315
ALGT,0,VWAP,63696
IBKR,0,VWAP,74442
EFC,2,VWAP,242655
OC,0,VWAP,62296
UAL,0,VWAP,57204
META,0,VWAP,261387
SMCI,1,VWAP,73264
TSLA,0,VWAP,234767
JBTM,0,VWAP,153004
CELH,0,VWAP,58466
OCSL,-2,VWAP,
WU,18,VWAP,59444
FET,0,VWAP,260786
CIM,0,VWAP,140224
IESC,0,VWAP,50679
KALU,0,VWAP,50523
DEI,3,VWAP,68567
BR,0,VWAP,73113
ARR,4,VWAP,147427
V,0,VWAP,149752
CPS,-2,VWAP,231630
PODD,0,VWAP,74660
SONO,1,VWAP,308040
APEI,0,VWAP,140095
DAN,0,VWAP,149055
PRLB,0,VWAP,259974
CNK,0,VWAP,74209
GRBK,-1,VWAP,137411
PGEN,11,VWAP,268068
CQP,-1,VWAP,73061
EQX,10,VWAP,268521
HROW,-1,VWAP,74240
OGG,45,VWAP,150100
KDP,2,VWAP,151431
LULU,0,VWAP,136643
FNV,0,VWAP,255305
SARO,1,VWAP,376205
PM,0,VWAP,149690
SSNC,0,VWAP,230189
MDXG,9,VWAP,138159
POET,9,VWAP,272269
MBIN,0,VWAP,301416
MC,0,VWAP,275245
MSCI,0,VWAP,140201
AROC,0,VWAP,61606
EVTC,-1,VWAP,266394
EFXT,-2,VWAP,251950
QLYS,0,VWAP,263280
SDGR,0,VWAP,322908
PAGP,0,VWAP,269012
BCC,0,VWAP,265458
LOPE,0,VWAP,170478
ECHO,0,VWAP,148533
BFST,0,VWAP,305474
AGNC,15,VWAP,151923
BTG,73,VWAP,267231
WD,-1,VWAP,244407
ZG,0,VWAP,254268
NX,-1,VWAP,65077
FAF,0,VWAP,232337
PMT,5,VWAP,213845
SLRC,-1,VWAP,
VRTS,0,VWAP,170967
UI,0,VWAP,255979
IRDM,0,VWAP,149782
WDAY,0,VWAP,263875
SLS,7,VWAP,149659
HCI,0,VWAP,169204
SII,0,VWAP,213935
SFBS,0,VWAP,275908
CVE,2,VWAP,216440
IOVA,17,VWAP,182723
QNST,-2,VWAP,229001
IVR,19,VWAP,174045
PI,0,VWAP,291621
ZWS,0,VWAP,260635
MTDR,0,VWAP,259497
CHTR,0,VWAP,217232
MTSI,0,VWAP,260398
STWD,3,VWAP,213945
NOW,0,VWAP,262026
TWO,11,VWAP,147750
LOB,-1,VWAP,284500
ANET,0,VWAP,276380
BE,0,VWAP,307899
DOCU,0,VWAP,305959
COLL,-3,VWAP,282449
ETSY,0,VWAP,282040
HUBS,0,VWAP,278571
PLTR,0,VWAP,330201
ARI,18,VWAP,214872
ADUS,0,VWAP,215556
DG,0,VWAP,216209
LPLA,0,VWAP,243544
OPLN,-2,VWAP,217855
MGNI,1,VWAP,274996
BOX,0,VWAP,280550
PEB,1,VWAP,217737
GNRC,0,VWAP,229000
NUTX,0,VWAP,266330
BKU,0,VWAP,248046
HR,2,VWAP,261708
VPG,0,VWAP,234659
PRI,0,VWAP,230233
LEA,0,VWAP,216197
TRNO,0,VWAP,228976
AR,0,VWAP,268900
BNL,0,VWAP,329750
CALX,0,VWAP,230040
GBDC,0,VWAP,230574
SPSC,0,VWAP,230821
YELP,0,VWAP,260110
CRMD,7,VWAP,231323
RYZ,-1,VWAP,277578
PLOW,0,VWAP,231153
PDM,-1,VWAP,228982
HPP,-3,VWAP,234668
GDOT,-4,VWAP,241194
CBOE,0,VWAP,234475
ALM,5,VWAP,267104
AIP,-1,VWAP,345800
GRPN,0,VWAP,257955
HQY,0,VWAP,277431
ATKR,0,VWAP,290557
HCA,0,VWAP,249641
AGIO,0,VWAP,267906
SXC,1,VWAP,254299
GKOS,0,VWAP,283851
BAH,0,VWAP,243505
SNDX,1,VWAP,288606
OXLC,2,VWAP,
TPB,0,VWAP,289972
KNX,0,VWAP,299724
NMFC,1,VWAP,
STAG,0,VWAP,250664
PANW,0,VWAP,262368
INN,7,VWAP,248952
TRGP,0,VWAP,244033
AAT,0,VWAP,247036
FIVE,0,VWAP,262346
VC,0,VWAP,242608
CTGO,-1,VWAP,244542
DFTX,0,VWAP,293733
BAND,0,VWAP,301816
XYZ,0,VWAP,286465
DBX,2,VWAP,305109
MEC,-1,VWAP,316698
PHR,3,VWAP,318285
KMI,1,VWAP,249020
TDOC,10,VWAP,284029
TNDM,1,VWAP,269638
TCMD,-4,VWAP,291756
W,0,VWAP,278431
FBIN,0,VWAP,255406
PEN,0,VWAP,285325
IRTC,0,VWAP,293261
VCYT,0,VWAP,269353
LZ,16,VWAP,341692
GWRE,0,VWAP,259401
APPN,0,VWAP,297582
UAN,0,VWAP,250329
VEEV,0,VWAP,269017
FRPT,0,VWAP,279180
XYL,0,VWAP,255914
AGNT,9,VWAP,269706
TSLX,-1,VWAP,
RLJ,2,VWAP,251186
NTRA,0,VWAP,284546
OCUL,1,VWAP,277335
FBRX,1,VWAP,296691
LQDA,0,VWAP,307931
ADPT,0,VWAP,317764
VAC,0,VWAP,257991
SIBN,0,VWAP,312226
CTMX,34,VWAP,285632
MARA,15,VWAP,259632
FDUS,-1,VWAP,
SFM,0,VWAP,268002
ARMK,0,VWAP,270061
AMTB,0,VWAP,308430
MCB,0,VWAP,301729
FIVN,0,VWAP,275041
HII,0,VWAP,249919
ALSN,0,VWAP,260365
BRX,4,VWAP,269355
PFLT,6,VWAP,
APAM,0,VWAP,265899
TRIP,8,VWAP,258717
CHEF,0,VWAP,254453
NTNX,0,VWAP,292862
ORC,17,VWAP,265592
CDW,0,VWAP,267521
MCHB,0,VWAP,259655
TDUP,48,VWAP,337517
MAMA,0,VWAP,267011
AVTX,-1,VWAP,286315
PPTA,0,VWAP,255850
USAC,-2,VWAP,265079
RBLX,1,VWAP,336684
ENPH,0,VWAP,260654
RARE,0,VWAP,273831
ARDX,41,VWAP,276609
NET,0,VWAP,319272
POST,0,VWAP,259430
VRNS,0,VWAP,274211
ABNB,0,VWAP,332643
FSK,1,VWAP,
VTOL,-1,VWAP,265204
HAPN,0,VWAP,279862
OKTA,0,VWAP,296581
MUSA,0,VWAP,268179
ROKU,0,VWAP,300460
FLYW,1,VWAP,340085
INSP,0,VWAP,306021
LASR,-1,VWAP,305965
P,0,VWAP,285614
RH,0,VWAP,264211
MDB,0,VWAP,301251
ENVA,0,VWAP,279021
CUBI,0,VWAP,259851
CAI,0,VWAP,383602
LIF,-2,VWAP,373282
PINS,1,VWAP,316279
RUN,6,VWAP,284799
ABBV,0,VWAP,264656
AMBQ,0,VWAP,385159
ANAB,0,VWAP,295151
ZVRA,3,VWAP,282041
XNCR,-1,VWAP,269904
HTFL,0,VWAP,385482
PCOR,0,VWAP,339898
DOCS,0,VWAP,341431
SGML,2,VWAP,307386
PSNL,6,VWAP,317619
PBF,0,VWAP,264705
TMQ,17,VWAP,261041
PSX,0,VWAP,260801
ESAB,0,VWAP,353719
BRZE,0,VWAP,347771
BL,0,VWAP,293436
FRSH,6,VWAP,344512
TWLO,0,VWAP,290899
UBER,0,VWAP,316725
PTGX,0,VWAP,292017
UNIT,4,VWAP,282101
TRUP,-3,VWAP,277226
ROOT,-1,VWAP,331154
PGNY,0,VWAP,320204
VRDN,0,VWAP,276566
ARRY,22,VWAP,330705
KNF,-1,VWAP,364488
ESRT,22,VWAP,268677
ADMA,8,VWAP,269023
FANG,0,VWAP,263886
TRU,0,VWAP,283856
SKWD,0,VWAP,360681
IR,0,VWAP,297220
GMED,0,VWAP,262597
XENE,0,VWAP,279126
BLMN,2,VWAP,262649
COUR,19,VWAP,337733
CHRN,0,VWAP,273563
INTA,0,VWAP,341663
ZS,0,VWAP,304874
IQV,0,VWAP,266770
NXE,7,VWAP,268138
SUN,0,VWAP,263154
NWS,0,VWAP,267404
MPLX,0,VWAP,264126
BLZE,1,VWAP,346493
HUT,0,VWAP,304728
ZTS,0,VWAP,265414
ESQ,0,VWAP,298286
SAIC,0,VWAP,268479
PARR,0,VWAP,262945
LW,0,VWAP,293499
DUOL,0,VWAP,342772
NBHC,0,VWAP,263157
VVV,0,VWAP,292741
GFL,0,VWAP,323685
ACRS,6,VWAP,285615
BFAM,0,VWAP,265337
WES,-1,VWAP,264639
RLMD,14,VWAP,276628
GLPI,0,VWAP,268936
DDOG,0,VWAP,319362
AMH,0,VWAP,268003
MRNA,0,VWAP,313919
TRVI,2,VWAP,316636
PRKS,0,VWAP,266490
RITM,7,VWAP,266666
ZM,0,VWAP,316273
PD,3,VWAP,316146
CXM,28,VWAP,341384
SNAP,51,VWAP,295761
HASI,-1,VWAP,266459
AMRX,0,VWAP,58145
SFIX,23,VWAP,301986
FHB,0,VWAP,291872
GSBD,0,VWAP,
SHOP,0,VWAP,282712
REAL,4,VWAP,317806
DOO,0,VWAP,267786
GNL,9,VWAP,283365
ESI,0,VWAP,269086
VISN,4,VWAP,269201
KN,0,VWAP,274033
LYFT,5,VWAP,315894
REXR,0,VWAP,267837
LIND,0,VWAP,267619
NAVI,-1,VWAP,275280
FSLY,0,VWAP,316881
IRT,2,VWAP,268120
MIAX,0,VWAP,385635
BURL,0,VWAP,268681
OUT,0,VWAP,274924
FIGS,3,VWAP,340199
FOXF,-3,VWAP,268066
OGS,0,VWAP,273566
OMF,0,VWAP,269020
PVLA,0,VWAP,280249
LGIH,0,VWAP,269508
U,0,VWAP,329822
KODK,0,VWAP,268553
MTUS,-1,VWAP,276612
HLT,0,VWAP,270062
KEYS,0,VWAP,278788
DNOW,1,VWAP,276039
TDAY,5,VWAP,273875
AVO,1,VWAP,330258
KHC,3,VWAP,284106
DASH,0,VWAP,332580
NMIH,0,VWAP,269541
WRBY,1,VWAP,344770
MMI,0,VWAP,269420
CC,3,VWAP,283713
ALKT,0,VWAP,338320
CTRE,0,VWAP,276215
SG,18,VWAP,347878
AAL,9,VWAP,269980
VVX,0,VWAP,278145
ONT,-3,VWAP,327814
LADR,3,VWAP,273892
IBP,0,VWAP,274008
OMDA,-1,VWAP,383248
RYAM,4,VWAP,276524
GOLD,0,VWAP,274681
QTWO,0,VWAP,274778
ATEN,0,VWAP,274808
TTD,8,VWAP,292693
SHAK,0,VWAP,280665
BLBD,-1,VWAP,274779
APLE,4,VWAP,282629
PAYC,0,VWAP,275224
VIRT,0,VWAP,282039
SYF,0,VWAP,277423
PCTY,0,VWAP,274736
MEDP,0,VWAP,292018
SYRE,0,VWAP,289138
ARES,0,VWAP,275485
PAHC,0,VWAP,275185
UE,0,VWAP,280257
HRTG,-1,VWAP,276113
GH,0,VWAP,309066
ENR,-1,VWAP,283589
LMB,-2,VWAP,277585
CCS,0,VWAP,276573
APP,0,VWAP,338364
XIFR,2,VWAP,276767
CDNA,0,VWAP,277212
TWST,0,VWAP,312538
OR,0,VWAP,276748
VKTX,0,VWAP,282300
GDDY,0,VWAP,281809
FNF,0,VWAP,57291
IBTA,-1,VWAP,372116
IRMD,0,VWAP,277192
CFG,0,VWAP,278295
LNTH,0,VWAP,283857
XHR,0,VWAP,280696
CSTL,0,VWAP,318491
LITE,0,VWAP,284524
RIVN,3,VWAP,346408
VCTR,0,VWAP,304230
CZR,2,VWAP,278243
DBVT,-3,VWAP,278936
QSR,0,VWAP,279836
NXRT,0,VWAP,281545
PYPL,0,VWAP,284109
HPE,0,VWAP,285790
PJT,0,VWAP,285376
WK,0,VWAP,279902
BOOT,0,VWAP,279022
SNOW,0,VWAP,329706
COGT,0,VWAP,305272
RYTM,0,VWAP,300674
MSGS,0,VWAP,285308
ALOY,0,VWAP,284275
FND,0,VWAP,296918
ALRM,0,VWAP,283890
BW,6,VWAP,283661
NTLA,4,VWAP,289873
ULS,0,VWAP,371995
CSW,0,VWAP,285509
ANNX,13,VWAP,327960
DEA,0,VWAP,280752
IBRX,8,VWAP,284584
QRVO,0,VWAP,280248
TXG,0,VWAP,319245
VIA,-2,VWAP,386701
RGNX,4,VWAP,285311
ATEX,0,VWAP,280684
RVMD,0,VWAP,323127
NXT,0,VWAP,361195
SEDG,0,VWAP,281669
NRDS,0,VWAP,346115
KURA,2,VWAP,285293
BSM,-2,VWAP,282343
RBRK,0,VWAP,372302
NEXT,11,VWAP,283427
APPF,0,VWAP,283887
CWEN,0,VWAP,282606
SHC,2,VWAP,331888
WING,0,VWAP,283583
HOOD,0,VWAP,342820
MNST,1,VWAP,61416
DNLI,-1,VWAP,302549
JXN,0,VWAP,343833
FSV,0,VWAP,283370
OLLI,0,VWAP,284411
IOT,0,VWAP,349257
RPD,2,VWAP,284432
UA,16,VWAP,288908
TTAN,0,VWAP,378032
CRVS,-1,VWAP,289030
PLNT,0,VWAP,284815
FCPT,0,VWAP,285982
AGI,0,VWAP,57336
ONDS,22,VWAP,312434
PRCT,-1,VWAP,344249
ACI,5,VWAP,327038
NGVT,0,VWAP,289745
Z,0,VWAP,284772
PCVX,0,VWAP,326618
DFIN,0,VWAP,292885
GOOGL,0,VWAP,60734
GOOG,0,VWAP,274889
SGRY,-1,VWAP,285534
SITE,0,VWAP,290022
KVYO,2,VWAP,367002
PFGC,0,VWAP,285536
WSC,2,VWAP,286133
LSPD,1,VWAP,318833
AA,0,VWAP,293452
LAUR,0,VWAP,295239
S,2,VWAP,341662
AXSM,0,VWAP,286452
RRR,0,VWAP,289530
YUMC,0,VWAP,293142
CRNX,0,VWAP,307735
METC,2,VWAP,295277
XMTR,0,VWAP,341660
ORIC,1,VWAP,325251
FTV,0,VWAP,290589
CRWD,0,VWAP,317383
FIG,0,VWAP,385213
LMND,0,VWAP,327193
DD,0,VWAP,299592
DOW,0,VWAP,315715
CTVA,0,VWAP,317025
IMNM,-1,VWAP,330328
PLSE,-1,VWAP,290158
SUPV,-3,VWAP,290186
TOST,1,VWAP,344507
KOD,-1,VWAP,309061
USFD,0,VWAP,290278
HGV,0,VWAP,294252
ELVN,-1,VWAP,324138
IDYA,-1,VWAP,316988
ITT,0,VWAP,46243
ASIX,-1,VWAP,292598
ASH,0,VWAP,69670
DBRG,13,VWAP,276766
CTKB,9,VWAP,342633
GOLF,0,VWAP,293433
PR,3,VWAP,289247
BVS,-3,VWAP,335430
YETI,0,VWAP,312437
KNSL,0,VWAP,291757
OBDC,4,VWAP,
AMR,0,VWAP,292443
GTLB,0,VWAP,345369
TECX,-2,VWAP,307094
ARDT,0,VWAP,374300
FBK,0,VWAP,292620
AMLX,0,VWAP,350129
ELF,0,VWAP,292713
RCUS,0,VWAP,304839
RLAY,0,VWAP,327574
DELL,0,VWAP,292097
VST,0,VWAP,292895
HWM,0,VWAP,52373
BHF,0,VWAP,298778
IIPR,0,VWAP,294014
EVER,-1,VWAP,307264
JBGS,0,VWAP,298509
DNTH,0,VWAP,307093
UPWK,10,VWAP,309036
PK,1,VWAP,294227
DXC,6,VWAP,65067
BJ,0,VWAP,307273
INVH,2,VWAP,295240
KRP,-1,VWAP,295272
SWX,0,VWAP,65071
ULTA,0,VWAP,139857
HLNE,0,VWAP,295748
PUMP,4,VWAP,296076
SPRY,9,VWAP,332372
DK,0,VWAP,54228
AVTR,7,VWAP,316880
GOOS,3,VWAP,296049
VRRM,20,VWAP,296242
WTTR,0,VWAP,296823
ACVA,15,VWAP,337372
AVAH,9,VWAP,338982
SEI,0,VWAP,297221
AM,3,VWAP,297021
CAVA,0,VWAP,364783
BTU,0,VWAP,296497
BKR,0,VWAP,67563
KNTK,0,VWAP,296977
ULCC,5,VWAP,337830
CVNA,0,VWAP,296935
HCC,0,VWAP,296684
LBRT,1,VWAP,303526
PATH,10,VWAP,338651
PENG,0,VWAP,297580
MGY,2,VWAP,298339
CGBD,0,VWAP,297913
SMPL,3,VWAP,298592
ECVT,3,VWAP,300477
CNNE,-2,VWAP,302018
ETON,0,VWAP,312776
VIR,4,VWAP,319898
EVRG,0,VWAP,59436
ALGM,0,VWAP,331212
HNGE,0,VWAP,382748
FTDR,0,VWAP,308686
TDW,0,VWAP,54355
BIOA,1,VWAP,376037
CNR,0,VWAP,301890
WH,0,VWAP,306417
AGL,0,VWAP,338363
KRYS,0,VWAP,300199
CELC,0,VWAP,300198
CTOS,2,VWAP,300754
IMMX,2,VWAP,349384
CRSR,1,VWAP,329944
RDVT,-1,VWAP,305164
ERO,-2,VWAP,301268
ACMR,0,VWAP,301600
CARG,0,VWAP,300938
EYE,1,VWAP,301383
APG,0,VWAP,300827
VICI,2,VWAP,301143
CGEM,-2,VWAP,333943
REZI,0,VWAP,312270
GTX,0,VWAP,308747
NMRK,0,VWAP,302961
COMP,9,VWAP,337804
EQH,0,VWAP,306206
MNPR,0,VWAP,321603
BCSF,-3,VWAP,
PTON,22,VWAP,319614
ACA,0,VWAP,312511
FOXA,0,VWAP,315531
FOX,0,VWAP,315588
NTR,0,VWAP,303336
SLDB,1,VWAP,303983
BBNX,0,VWAP,379163
CEPU,-2,VWAP,304113
STOK,-1,VWAP,317546
TALO,1,VWAP,306200
BH,0,VWAP,62441
WHD,0,VWAP,304236
HYMC,0,VWAP,304768
BRSP,14,VWAP,304199
EWTX,-1,VWAP,337515
TH,-1,VWAP,304724
ARLO,3,VWAP,308068
CART,0,VWAP,366971
GSHD,0,VWAP,305960
AVGO,0,VWAP,196789
AHCO,6,VWAP,306507
ROAD,0,VWAP,306055
BH.A,0,VWAP,305980
CBLL,-3,VWAP,376435
SRRK,0,VWAP,306508
BEAM,1,VWAP,322910
NWN,0,VWAP,61268
CI,0,VWAP,61457
EPRT,6,VWAP,307096
BV,1,VWAP,307266
VZLA,42,VWAP,320492
VRT,0,VWAP,307978
TLRY,30,VWAP,307784
SPHR,0,VWAP,324941
TENB,0,VWAP,307923
ELAN,2,VWAP,308822
ABCL,4,VWAP,332707
PFSI,0,VWAP,266769
NVST,0,VWAP,319338
KTB,0,VWAP,316708
ARVN,3,VWAP,308945
RVLV,0,VWAP,317296
UTZ,16,VWAP,313647
GDYN,6,VWAP,312514
MIRM,0,VWAP,318283
SEZL,0,VWAP,366529
BXSL,0,VWAP,
ERAS,2,VWAP,342349
OTF,3,VWAP,383407
CADL,3,VWAP,342723
SANA,19,VWAP,335123
HYLN,34,VWAP,316297
VOR,0,VWAP,335192
TIGR,17,VWAP,315716
FLY,1,VWAP,385445
MAZE,-1,VWAP,379200
TW,0,VWAP,316011
PLMR,0,VWAP,316243
PSTL,-1,VWAP,316830
DYN,0,VWAP,329744
TMDX,0,VWAP,316524
CHWY,2,VWAP,317431
AAMI,0,VWAP,278567
PNTG,0,VWAP,319709
GO,10,VWAP,317576
PHAT,4,VWAP,320203
IMVT,-1,VWAP,317624
BBIO,0,VWAP,317756
UPST,1,VWAP,332999
KRUS,0,VWAP,318634
DT,0,VWAP,318639
RXRX,52,VWAP,338416
ASTS,0,VWAP,320357
HIMS,1,VWAP,319263
VERA,0,VWAP,339677
AVPT,4,VWAP,320320
BWIN,0,VWAP,320171
CHYM,0,VWAP,383421
ARQT,0,VWAP,322748
SITM,0,VWAP,320816
UROY,17,VWAP,321992
PLTK,43,VWAP,334218
BKSY,0,VWAP,321600
TFPM,-1,VWAP,344828
BILL,0,VWAP,321378
REYN,0,VWAP,322747
PRCH,1,VWAP,321953
HESM,-1,VWAP,296509
OI,11,VWAP,61039
OVV,0,VWAP,72573
MSDL,0,VWAP,370353
TARS,0,VWAP,330736
ADEA,0,VWAP,68768
CNXC,0,VWAP,331996
TYRA,-1,VWAP,344245
HPK,-1,VWAP,306569
AEVA,0,VWAP,323456
RSI,0,VWAP,325214
WMG,1,VWAP,326321
CARR,0,VWAP,324435
OTIS,0,VWAP,324434
VNT,0,VWAP,330011
GTM,35,VWAP,326420
PPLI,0,VWAP,62131
KYMR,0,VWAP,329184
NRIX,-1,VWAP,327959
OPEN,78,VWAP,326909
CLOV,23,VWAP,326845
TMC,48,VWAP,327035
DSGN,0,VWAP,337518
OLMA,0,VWAP,331834
TRIN,0,VWAP,334872
ALAB,0,VWAP,371480
MP,0,VWAP,326923
TSHA,5,VWAP,329999
BFLY,6,VWAP,327455
FOUR,-1,VWAP,326472
EOSE,74,VWAP,326322
TALK,69,VWAP,328350
WBTN,-3,VWAP,373751
NUVB,15,VWAP,329236
MIR,2,VWAP,329088
QS,19,VWAP,328989
PRG,0,VWAP,62369
