ticker,quantity,algo,infocode
MTCH,0,VWAP,286451
VERX,1,VWAP,328318
ABX,5,VWAP,329635
RKT,7,VWAP,328520
RXT,25,VWAP,328716
EVLV,12,VWAP,329911
NTST,0,VWAP,328948
LCID,61,VWAP,329823
MBX,0,VWAP,375687
EBC,0,VWAP,330711
PRAX,0,VWAP,330733
IRON,0,VWAP,328899
HRMY,0,VWAP,329074
SPIR,1,VWAP,331372
TNGX,0,VWAP,329402
JBIO,-1,VWAP,341664
CCC,10,VWAP,330367
ACT,0,VWAP,344320
STEP,0,VWAP,329700
ANRO,-1,VWAP,370561
ASAN,7,VWAP,330202
GLUE,0,VWAP,341434
SMMT,4,VWAP,281262
ASO,-2,VWAP,330341
WGS,0,VWAP,331412
CPNG,4,VWAP,336737
LBRX,0,VWAP,386671
MLTX,-3,VWAP,330814
AMAL,0,VWAP,306884
ACHR,28,VWAP,333125
MAX,1,VWAP,331159
OUST,0,VWAP,330512
GPGI,0,VWAP,331836
OWL,7,VWAP,332857
OPFI,-1,VWAP,331889
PWP,0,VWAP,331885
CIFR,5,VWAP,332424
IONQ,0,VWAP,333614
CRC,-1,VWAP,331157
MRVI,14,VWAP,331893
CTO,-1,VWAP,69762
GBTG,36,VWAP,331926
VTRS,10,VWAP,51425
AI,8,VWAP,332579
GCMG,2,VWAP,314904
CHRD,0,VWAP,331887
AFRM,0,VWAP,334098
CERT,11,VWAP,332697
CARE,-1,VWAP,58879
SOFI,3,VWAP,332157
ENVX,22,VWAP,333683
HLMN,3,VWAP,332335
ARKO,-7,VWAP,318414
GXO,0,VWAP,342915
WOOF,47,VWAP,334163
SMR,10,VWAP,332573
RDW,4,VWAP,334153
CGON,0,VWAP,370390
NABL,24,VWAP,342467
OSCR,0,VWAP,336272
DFH,-2,VWAP,334503
DRVN,-1,VWAP,334219
BKV,-1,VWAP,376033
NVTS,5,VWAP,334590
SHLS,7,VWAP,334750
PCT,11,VWAP,327498
TPL,0,VWAP,54399
HIPO,-1,VWAP,334009
APA,0,VWAP,65087
GRND,3,VWAP,334154
NRGV,28,VWAP,337579
BCAX,-3,VWAP,375694
INDI,35,VWAP,319809
DAVE,0,VWAP,338812
BBAI,84,VWAP,337852
PAYO,38,VWAP,330737
RUM,3,VWAP,338318
DRUG,0,VWAP,337275
EXE,0,VWAP,335377
SOC,21,VWAP,338481
KBDC,-2,VWAP,
SYM,0,VWAP,336621
RGTI,2,VWAP,338708
AUR,18,VWAP,339463
HAYW,1,VWAP,336813
PL,0,VWAP,338818
DOCN,0,VWAP,337375
COIN,0,VWAP,338306
GROY,38,VWAP,336622
JANX,0,VWAP,340754
ALHC,5,VWAP,337513
LUNR,4,VWAP,347764
CLYM,0,VWAP,343219
DV,10,VWAP,338653
OGN,11,VWAP,340432
DRS,0,VWAP,50080
STGW,0,VWAP,58680
MRVL,0,VWAP,55539
MLYS,-2,VWAP,361212
PRVA,1,VWAP,338985
JBI,11,VWAP,321601
ZETA,0,VWAP,340696
PAY,0,VWAP,340097
VSXY,0,VWAP,342937
OKLO,0,VWAP,341999
SLDP,53,VWAP,339767
DTM,0,VWAP,341568
GPOR,0,VWAP,339786
MQ,0,VWAP,340644
WBD,3,VWAP,67306
LFST,4,VWAP,340699
CNM,0,VWAP,342630
DJT,10,VWAP,344842
DNUT,59,VWAP,341740
YOU,0,VWAP,341661
FA,0,VWAP,341387
RYAN,0,VWAP,342566
AVBP,0,VWAP,370417
ABSI,7,VWAP,342573
PECO,0,VWAP,342309
CDRE,0,VWAP,346158
PRME,20,VWAP,358708
CRWV,0,VWAP,380955
TSAT,0,VWAP,49161
GLXY,3,VWAP,271295
DC,8,VWAP,353716
SLVM,0,VWAP,344915
WULF,4,VWAP,67624
BROS,0,VWAP,344247
RELY,0,VWAP,344567
AMPL,0,VWAP,344713
FWRG,0,VWAP,344920
LTH,0,VWAP,345187
ARIS,0,VWAP,241732
RPC,0,VWAP,297184
COCO,0,VWAP,345615
FLNC,3,VWAP,345850
ARHS,-1,VWAP,346113
XERS,2,VWAP,307092
KD,5,VWAP,345824
IE,3,VWAP,355809
FBRT,1,VWAP,345951
BTSG,0,VWAP,370423
DKNG,1,VWAP,318490
DINO,0,VWAP,55728
SATL,8,VWAP,337512
CBL,0,VWAP,346006
GEV,0,VWAP,371776
ACDC,3,VWAP,354767
SLDE,0,VWAP,383605
BRBR,2,VWAP,320043
ANGX,17,VWAP,350814
CRGY,5,VWAP,348774
ASPI,16,VWAP,359120
TPG,0,VWAP,350311
FCFS,0,VWAP,53027
NCNO,2,VWAP,327499
EE,-1,VWAP,353971
CEG,0,VWAP,350459
BLCO,-1,VWAP,354645
SEPN,-2,VWAP,376752
BBUC,0,VWAP,353099
RDDT,0,VWAP,371512
RXO,1,VWAP,358930
ADTN,11,VWAP,67975
CR,0,VWAP,363049
CRBG,0,VWAP,357766
SOUN,23,VWAP,354493
FIP,9,VWAP,356690
CXT,0,VWAP,67141
QDEL,-1,VWAP,49918
NN,0,VWAP,331316
SOLV,0,VWAP,371731
QBTS,1,VWAP,332702
MSGE,0,VWAP,363621
J,0,VWAP,64074
ASST,4,VWAP,361071
AMPX,5,VWAP,357770
VLTO,0,VWAP,367253
BHRB,0,VWAP,59019
MBLY,36,VWAP,358837
ZYME,-2,VWAP,296936
NATL,0,VWAP,367599
BAM,0,VWAP,359752
ATMU,0,VWAP,364383
UHAL.B,-1,VWAP,359134
VTS,-3,VWAP,360739
MBC,4,VWAP,360035
GEHC,0,VWAP,360151
FG,0,VWAP,359692
TEAM,0,VWAP,286883
KVUE,6,VWAP,363882
HSAI,0,VWAP,361194
SVV,-3,VWAP,365179
PHIN,0,VWAP,365304
NNE,1,VWAP,372583
RAPP,0,VWAP,373317
KGS,0,VWAP,365181
TKO,0,VWAP,59445
CLB,0,VWAP,70178
SBGI,-3,VWAP,59693
TIC,4,VWAP,369880
TLN,0,VWAP,364519
FTRE,0,VWAP,364985
APGE,0,VWAP,365577
BGC,5,VWAP,70569
BATRK,-1,VWAP,289267
USAR,3,VWAP,365644
FWONA,0,VWAP,265027
FWONK,0,VWAP,276940
HHH,0,VWAP,243265
DBD,0,VWAP,366217
ZBIO,0,VWAP,375697
AAUC,1,VWAP,368249
ALMS,0,VWAP,373821
AESI,4,VWAP,361732
LAC,81,VWAP,367347
GRDN,-1,VWAP,376036
WS,0,VWAP,369200
WAY,1,VWAP,373314
CURB,0,VWAP,376149
FUN,0,VWAP,57324
TBN,0,VWAP,373776
SBET,15,VWAP,64962
SIRI,1,VWAP,54338
TE,30,VWAP,321925
NBBK,0,VWAP,369883
CORZ,1,VWAP,370363
AHR,0,VWAP,370643
PACS,-1,VWAP,371969
CTRI,0,VWAP,372117
ECG,0,VWAP,376909
LOAR,0,VWAP,372303
UMAC,1,VWAP,371064
BOW,-1,VWAP,372909
LH,0,VWAP,60489
INBX,0,VWAP,373124
TEM,0,VWAP,373454
LB,-1,VWAP,373835
SOBO,0,VWAP,376235
GRAL,-1,VWAP,373667
CON,-1,VWAP,374561
FIGR,0,VWAP,386669
LINE,0,VWAP,374571
FERG,0,VWAP,273421
CLMT,-1,VWAP,65333
AMTM,0,VWAP,376130
AVR,2,VWAP,378088
BLK,0,VWAP,57093
INGM,-1,VWAP,376716
PRMB,3,VWAP,70273
PRM,0,VWAP,346373
SNDK,0,VWAP,379905
FLOC,-3,VWAP,378825
VG,6,VWAP,379038
BEPC,0,VWAP,327968
BIPC,-1,VWAP,324772
RHLD,0,VWAP,380064
SFD,0,VWAP,379074
MRP,-1,VWAP,378859
SAIL,3,VWAP,379631
KRMN,0,VWAP,379598
MNTN,-1,VWAP,382749
NMAX,2,VWAP,380996
SMA,0,VWAP,381058
CRCL,0,VWAP,383210
LION,4,VWAP,352733
VOYG,-1,VWAP,383363
RAL,0,VWAP,384028
JCAP,-1,VWAP,383977
RKLB,0,VWAP,331979
PSKY,11,VWAP,63141
MH,3,VWAP,385013
VNOM,0,VWAP,276567
GEMI,8,VWAP,386711
LGN,0,VWAP,386700
EMA,0,VWAP,271076
BMNR,2,VWAP,58596
CBC,0,VWAP,307225
BTQ,13,VWAP,363666
BGSI,0,VWAP,58991
ALH,0,VWAP,387915
BETA,0,VWAP,388873
WLTH,3,VWAP,390510
NTSK,4,VWAP,386955
NAVN,1,VWAP,388715
BLLN,0,VWAP,389013
STUB,11,VWAP,386899
XZO,0,VWAP,389241
KDK,8,VWAP,364704
MPLT,3,VWAP,388587
IMSR,10,VWAP,376415
XXI,10,VWAP,374909
Q,0,VWAP,388803
PTRN,2,VWAP,387014
WBI,-2,VWAP,386900
NP,0,VWAP,387533
FRMI,15,VWAP,387563
SOLS,0,VWAP,388717
ANDG,0,VWAP,390686
WOLF,0,VWAP,387887
VSNT,0,VWAP,391245
PURR,8,VWAP,390033
MDLN,0,VWAP,390681
SUNC,0,VWAP,389012
DEC,-1,VWAP,312321
LMRI,-1,VWAP,390417
CDNL,0,VWAP,390348
LLYVA,0,VWAP,390650
LLYVK,0,VWAP,390649
ATAI,29,VWAP,341208
PNFP,0,VWAP,56709
AKTS,0,VWAP,391388
SCZM,-1,VWAP,263230
EQPT,0,VWAP,392065
BTGO,8,VWAP,391958
INDV,0,VWAP,280197
LIFE,-1,VWAP,392181
YSS,2,VWAP,392199
BOBS,3,VWAP,392465
MANE,0,VWAP,392428
FPS,0,VWAP,392466
OFRM,-1,VWAP,392529
EIKN,-4,VWAP,392489
MWH,1,VWAP,392726
SHAZ,0,VWAP,349778
INFQ,2,VWAP,384367
APC,-1,VWAP,392777
GENB,-1,VWAP,393310
RNA,-2,VWAP,393290
MDA,0,VWAP,339774
MMED,0,VWAP,394736
SUNB,0,VWAP,393363
JAN,0,VWAP,395384
XNDU,0,VWAP,395684
OGC,0,VWAP,272671
TRAX,-1,VWAP,396494
KEEL,45,VWAP,318871
RMIX,0,VWAP,396139
AYA,-1,VWAP,228815
AVLN,-1,VWAP,396895
XE,0,VWAP,396672
HAWK,1,VWAP,397223
ALMR,-1,VWAP,396425
YSWY,-3,VWAP,396570
ODTX,-2,VWAP,397261
SPTX,0,VWAP,396943
PS,-1,VWAP,396798
KLRA,0,VWAP,396424
MAIR,1,VWAP,396384
AVEX,0,VWAP,396446
ARXS,0,VWAP,396389
COAG,0,VWAP,396942
NHP,-1,VWAP,396572
BOT,0,VWAP,
NVRI,-1,VWAP,398628
FAC,1,VWAP,383898
EROC,2,VWAP,398974
ITG,0,VWAP,399995
TRLV,0,VWAP,308944
LFTO,-2,VWAP,398627
LIME,-2,VWAP,399974
PBLS,-1,VWAP,398992
IQMX,1,VWAP,383074
FRVO,1,VWAP,397469
KARD,-1,VWAP,399693
FDXF,0,VWAP,398173
HONA,0,VWAP,399809
BXDC,0,VWAP,397524
GMRS,-2,VWAP,397466
LCLN,-3,VWAP,397755
FRBT,-3,VWAP,399019
SPCX,0,VWAP,398817
SSMR,-5,VWAP,398626
QNT,0,VWAP,398631
XOM,0,VWAP,46171
SECZ,3,VWAP,381978
MFP,0,VWAP,400189
BRUN,0,VWAP,378473
AADX,0,VWAP,398307
MBGL,1,VWAP,399993
TGLS,-1,VWAP,261267
CBRS,0,VWAP,397542
STDN,3,VWAP,400709
GFUZ,1,VWAP,387471
CSQR,1,VWAP,400708
CLBK,10,VWAP,305815
FRNM,6,VWAP,373408
JMKE,1,VWAP,401227
IOND,0,VWAP,401134
