symbol,quantity,algo,open_px
WTFC,0,VWAP,162.440002
MTZ,0,VWAP,263.660004
PAG,0,VWAP,216.350006
KWR,0,VWAP,171.669998
CNXN,0,VWAP,85.639999
ASTH,0,VWAP,35.820000
MD,-2,VWAP,25.629999
HEI.A,0,VWAP,265.600006
ANF,0,VWAP,109.879997
BJRI,0,VWAP,67.529999
MBWM,0,VWAP,62.090000
HLX,5,VWAP,9.820000
PRU,0,VWAP,121.199997
FSM,4,VWAP,9.350000
PAA,1,VWAP,23.299999
STLD,0,VWAP,266.130005
VSAT,0,VWAP,79.010002
MCY,0,VWAP,109.190002
FSLR,0,VWAP,236.550003
CHH,0,VWAP,110.110001
HLIO,0,VWAP,81.930000
PLUS,0,VWAP,92.989998
ROP,0,VWAP,397.500000
ABG,0,VWAP,221.539993
BLKB,0,VWAP,45.689999
EBAY,0,VWAP,112.000000
KRC,0,VWAP,38.990002
ALL,0,VWAP,273.779999
BLDR,0,VWAP,74.459999
EXPO,0,VWAP,66.889999
GEL,-5,VWAP,15.700000
CLS,0,VWAP,311.000000
UAMY,22,VWAP,6.100000
RSG,0,VWAP,209.470001
BBDC,-2,VWAP,8.510000
DCH,21,VWAP,6.000000
ANIP,-1,VWAP,80.559998
NEO,2,VWAP,15.690000
EEFT,0,VWAP,73.500000
DXPE,0,VWAP,180.000000
FIBK,0,VWAP,38.169998
MTH,0,VWAP,74.790001
CTBI,0,VWAP,79.379997
LEU,0,VWAP,202.000000
VYX,8,VWAP,9.330000
UUUU,2,VWAP,12.000000
DGX,0,VWAP,237.660004
SSB,0,VWAP,109.910004
OFG,0,VWAP,53.320000
TMP,0,VWAP,101.449997
ACIW,0,VWAP,52.900002
COST,0,VWAP,959.549988
ORA,0,VWAP,107.790001
LEVI,1,VWAP,24.620001
EPD,0,VWAP,38.099998
AZZ,0,VWAP,153.740005
CEVA,-1,VWAP,34.029999
PFBC,0,VWAP,106.830002
INSM,0,VWAP,128.220001
UCB,0,VWAP,36.250000
ORRF,0,VWAP,43.509998
AWR,0,VWAP,86.370003
VTR,0,VWAP,93.269997
RL,0,VWAP,375.000000
TTWO,0,VWAP,240.660004
BXP,0,VWAP,70.760002
MS,0,VWAP,219.009995
JBLU,31,VWAP,6.350000
ALV,0,VWAP,123.290001
SLG,0,VWAP,55.290001
MKL,0,VWAP,1893.920044
DNN,74,VWAP,3.080000
ACAD,0,VWAP,28.850000
PBA,0,VWAP,47.810001
CNP,0,VWAP,41.060001
AEHR,0,VWAP,95.010002
PRAA,-1,VWAP,17.240000
FIX,0,VWAP,1721.109985
ORKA,0,VWAP,96.739998
OSIS,0,VWAP,236.259995
AXON,0,VWAP,589.150024
AORT,-1,VWAP,26.559999
FLS,0,VWAP,79.570000
DVA,0,VWAP,186.009995
EPR,0,VWAP,60.599998
CWST,0,VWAP,90.970001
CHRW,0,VWAP,152.580002
TREX,0,VWAP,49.400002
ASM,11,VWAP,6.390000
PSMT,0,VWAP,186.929993
IONS,0,VWAP,54.590000
DAR,0,VWAP,59.400002
RCAT,6,VWAP,8.252000
MTD,0,VWAP,1420.900024
LNN,0,VWAP,114.209999
INVX,-3,VWAP,30.950001
SSD,0,VWAP,195.889999
CSR,-1,VWAP,57.330002
MKSI,0,VWAP,291.019989
SNDA,-1,VWAP,40.160000
IDR,-1,VWAP,33.250000
MRCY,0,VWAP,107.360001
LWLG,14,VWAP,7.070000
SYBT,0,VWAP,85.320000
AYI,0,VWAP,357.410004
RMD,0,VWAP,224.839996
MHK,0,VWAP,133.869995
URI,0,VWAP,1166.680054
INGR,0,VWAP,104.169998
BUSE,0,VWAP,31.450001
RWT,18,VWAP,4.630000
HFWA,0,VWAP,30.219999
NHC,0,VWAP,221.210007
EXC,0,VWAP,46.110001
DSGX,0,VWAP,75.519997
RVTY,0,VWAP,114.239998
RBA,0,VWAP,95.639999
CNO,0,VWAP,56.419998
CRAI,0,VWAP,181.399994
VRSK,0,VWAP,188.750000
HZO,-1,VWAP,35.650002
OTEX,0,VWAP,26.270000
SRE,0,VWAP,84.639999
WSM,0,VWAP,250.190002
CFFN,0,VWAP,9.120000
BSY,0,VWAP,34.020000
RDN,0,VWAP,37.119999
EGBN,-1,VWAP,28.469999
RRC,0,VWAP,38.849998
KFY,0,VWAP,83.559998
ENOV,-1,VWAP,28.860001
GS,0,VWAP,1062.040039
CSQ,0,VWAP,20.730000
ATLC,0,VWAP,110.690002
TGT,0,VWAP,149.600006
CBRE,0,VWAP,150.020004
EVR,0,VWAP,320.619995
UTI,-1,VWAP,31.049999
CCOI,-2,VWAP,13.370000
MORN,0,VWAP,198.050003
MSTR,0,VWAP,96.059998
CNX,0,VWAP,35.220001
LAD,0,VWAP,369.609985
STRL,0,VWAP,531.500000
QXO,12,VWAP,15.500000
EWBC,0,VWAP,134.169998
LKQ,1,VWAP,24.150000
SYNA,0,VWAP,98.519997
ALGN,0,VWAP,173.429993
IVT,0,VWAP,33.709999
TNC,-1,VWAP,80.019997
CRI,-1,VWAP,39.540001
DIOD,0,VWAP,99.629997
WEX,0,VWAP,188.000000
FCN,0,VWAP,151.449997
NPO,0,VWAP,329.070007
JLL,0,VWAP,372.709991
AMPH,-1,VWAP,20.219999
CPK,0,VWAP,135.240005
FFIV,0,VWAP,411.720001
IRM,0,VWAP,127.260002
TFII,0,VWAP,138.869995
KFRC,0,VWAP,58.540001
HSTM,-1,VWAP,27.900000
WCC,0,VWAP,376.149994
FHN,1,VWAP,26.350000
AGM,0,VWAP,237.500000
SBAC,0,VWAP,181.630005
USAS,29,VWAP,4.710000
SWKS,0,VWAP,66.330002
IPAR,0,VWAP,123.910004
ZD,-1,VWAP,52.560001
MGEE,0,VWAP,81.029999
AAP,0,VWAP,59.160000
WT,0,VWAP,22.000000
ONB,0,VWAP,27.190001
PFG,0,VWAP,115.959999
STZ,0,VWAP,132.429993
FLG,4,VWAP,14.410000
RIGL,0,VWAP,39.849998
KMPR,0,VWAP,29.430000
CSGP,0,VWAP,29.889999
BANR,0,VWAP,71.139999
NTCT,-1,VWAP,39.369999
EXEL,0,VWAP,52.919998
ATRC,0,VWAP,39.549999
RUSHB,1,VWAP,80.000000
ARLP,-2,VWAP,25.600000
KTOS,0,VWAP,54.410000
KMX,0,VWAP,56.919998
AIZ,0,VWAP,300.950012
LPTH,4,VWAP,11.670000
SBCF,0,VWAP,35.270000
NRG,0,VWAP,121.269997
SAFE,0,VWAP,16.340000
CROX,0,VWAP,136.770004
UPS,0,VWAP,107.169998
AMSF,-1,VWAP,30.170000
BKD,5,VWAP,14.650000
ET,3,VWAP,20.559999
SBH,0,VWAP,15.750000
ICE,0,VWAP,150.669998
TDY,0,VWAP,690.539978
CRM,0,VWAP,183.440002
REPX,0,VWAP,34.169998
HTGC,2,VWAP,16.790001
NBN,0,VWAP,133.529999
RIOT,4,VWAP,21.030001
PSN,0,VWAP,47.790001
DLB,0,VWAP,60.900002
CMP,-2,VWAP,28.250000
FCEL,0,VWAP,20.500000
TNET,0,VWAP,67.849998
SXT,0,VWAP,130.000000
SNDR,0,VWAP,36.279999
EPC,-1,VWAP,29.900000
EW,0,VWAP,88.980003
INVA,-1,VWAP,21.129999
ILMN,0,VWAP,196.729996
BRKR,0,VWAP,51.380001
NFLX,0,VWAP,75.139999
OMCL,0,VWAP,36.540001
EVC,1,VWAP,11.460000
MFIC,0,VWAP,9.470000
ON,0,VWAP,75.870003
BN,0,VWAP,44.560001
ACLS,0,VWAP,136.699997
THRM,0,VWAP,41.509998
CACI,0,VWAP,552.539978
ENTG,0,VWAP,141.800003
ITGR,0,VWAP,124.970001
HAFC,0,VWAP,32.630001
BLFS,0,VWAP,33.610001
TPR,0,VWAP,160.839996
TTMI,0,VWAP,131.740005
PLPC,0,VWAP,463.769989
SUPN,-1,VWAP,47.820000
HIVE,101,VWAP,2.780000
H,0,VWAP,178.500000
SNX,0,VWAP,264.799988
PDFS,0,VWAP,48.720001
FORM,0,VWAP,112.849998
SVRA,7,VWAP,5.520000
HLI,0,VWAP,133.000000
NTGR,-1,VWAP,23.990000
SHEN,-2,VWAP,13.210000
PGC,0,VWAP,46.560001
AAOI,0,VWAP,121.379997
IPGP,0,VWAP,89.959999
ALRS,0,VWAP,33.990002
CWBC,0,VWAP,26.020000
BWXT,0,VWAP,168.000000
AWI,0,VWAP,185.410004
NVAX,10,VWAP,7.830000
CYTK,0,VWAP,78.940002
SBRA,2,VWAP,21.500000
NNI,0,VWAP,136.899994
FRHC,0,VWAP,149.869995
GPN,0,VWAP,87.519997
ARWR,0,VWAP,86.480003
AG,3,VWAP,17.330000
VSTS,1,VWAP,13.860000
HALO,0,VWAP,84.150002
PIPR,0,VWAP,77.089996
PBH,0,VWAP,55.400002
WMS,0,VWAP,154.199997
SGI,0,VWAP,65.300003
LINC,-1,VWAP,42.400002
HTH,-1,VWAP,39.770000
CPAY,0,VWAP,388.850006
ADAM,3,VWAP,9.470000
MDLZ,0,VWAP,63.259998
CUBE,0,VWAP,42.349998
UCTT,0,VWAP,78.160004
WLK,0,VWAP,79.769997
IDT,0,VWAP,66.269997
RNG,0,VWAP,60.410000
GNW,6,VWAP,9.760000
CVBF,0,VWAP,23.080000
TCBI,0,VWAP,100.449997
DRH,3,VWAP,13.270000
CF,0,VWAP,111.989998
LVS,0,VWAP,45.900002
CE,0,VWAP,43.220001
UAA,33,VWAP,6.780000
MAIN,-1,VWAP,56.400002
ABR,10,VWAP,5.220000
AGX,0,VWAP,589.940002
CVCO,0,VWAP,582.049988
QCRH,0,VWAP,105.870003
XPO,0,VWAP,200.039993
WYNN,0,VWAP,101.150002
DKS,0,VWAP,201.419998
NOG,0,VWAP,20.250000
APLD,1,VWAP,28.299999
AMP,0,VWAP,565.000000
UEC,4,VWAP,10.590000
LMAT,0,VWAP,80.639999
EQIX,0,VWAP,1062.579956
MOH,0,VWAP,195.949997
EPAM,0,VWAP,87.349998
ECPG,0,VWAP,101.190002
WCN,0,VWAP,165.720001
NXST,0,VWAP,183.000000
EFSC,0,VWAP,67.279999
PFS,0,VWAP,25.330000
MA,0,VWAP,573.210022
LEN.B,0,VWAP,85.930000
TMUS,0,VWAP,177.399994
TRS,-1,VWAP,41.299999
NDAQ,0,VWAP,94.860001
ACM,0,VWAP,74.620003
LDOS,0,VWAP,129.630005
HUN,8,VWAP,10.230000
EXLS,0,VWAP,33.680000
RUSHA,0,VWAP,82.660004
TFSL,0,VWAP,18.500000
DXCM,0,VWAP,82.910004
BANC,1,VWAP,19.540001
HBM,2,VWAP,25.900000
DPZ,0,VWAP,366.010010
SAIA,0,VWAP,354.230011
TVTX,0,VWAP,63.689999
ARCC,3,VWAP,19.400000
CYRX,0,VWAP,15.310000
LQDT,-1,VWAP,40.000000
QUBT,9,VWAP,8.520000
MNKD,18,VWAP,3.820000
WTI,35,VWAP,3.460000
WAL,0,VWAP,83.500000
TXRH,0,VWAP,209.559998
EXR,0,VWAP,152.600006
HURN,0,VWAP,149.509995
CGAU,0,VWAP,19.129999
ENS,0,VWAP,189.619995
ITRG,45,VWAP,2.380000
AX,0,VWAP,104.769997
DLR,0,VWAP,196.020004
GM,0,VWAP,89.160004
NWE,0,VWAP,70.080002
MELI,0,VWAP,1825.510010
RF,3,VWAP,32.119999
PSEC,62,VWAP,2.160000
SHO,6,VWAP,11.870000
CVI,-1,VWAP,31.719999
BDC,0,VWAP,126.830002
EIG,0,VWAP,51.139999
KOP,-2,VWAP,48.630001
COLD,5,VWAP,15.320000
OZK,0,VWAP,51.900002
BY,0,VWAP,39.790001
HOMB,0,VWAP,31.459999
FSBC,0,VWAP,46.820000
NIC,0,VWAP,175.550003
CCB,-1,VWAP,44.139999
EQBK,0,VWAP,52.000000
SPFI,0,VWAP,45.310001
TNL,0,VWAP,78.110001
TFIN,0,VWAP,78.919998
MDGL,0,VWAP,513.280029
EYPT,0,VWAP,12.250000
WLDN,0,VWAP,74.089996
LRN,0,VWAP,80.940002
HRI,0,VWAP,168.190002
PTCT,0,VWAP,68.989998
ACHC,0,VWAP,32.169998
LYV,0,VWAP,183.339996
MWA,0,VWAP,27.240000
ALT,48,VWAP,3.030000
RBC,0,VWAP,573.559998
IRWD,38,VWAP,4.160000
KBR,0,VWAP,36.590000
TREE,-1,VWAP,33.700001
CMG,3,VWAP,34.160000
CARS,-2,VWAP,10.825000
EXPE,0,VWAP,325.000000
APPS,3,VWAP,12.950000
AWK,0,VWAP,135.089996
OMER,2,VWAP,12.440000
GSAT,0,VWAP,83.239998
CSIQ,0,VWAP,15.240000
ENSG,0,VWAP,181.000000
AVAV,0,VWAP,166.110001
TDC,0,VWAP,25.580000
DAL,0,VWAP,92.500000
TDG,0,VWAP,1264.079956
CODI,-2,VWAP,10.890000
ALGT,0,VWAP,101.980003
IBKR,0,VWAP,88.139999
EFC,2,VWAP,13.210000
OC,0,VWAP,149.929993
UAL,0,VWAP,131.750000
META,0,VWAP,586.950012
SMCI,1,VWAP,30.000000
TSLA,0,VWAP,317.049988
JBTM,0,VWAP,121.809998
CELH,0,VWAP,25.980000
OCSL,-2,VWAP,12.110000
WU,18,VWAP,7.210000
FET,0,VWAP,77.040001
CIM,0,VWAP,11.850000
IESC,0,VWAP,776.859985
KALU,0,VWAP,176.160004
DEI,3,VWAP,11.980000
BR,0,VWAP,161.809998
ARR,4,VWAP,16.620001
V,0,VWAP,369.570007
CPS,-2,VWAP,29.410000
PODD,0,VWAP,130.899994
SONO,1,VWAP,15.760000
APEI,0,VWAP,53.279999
DAN,0,VWAP,29.559999
PRLB,0,VWAP,90.019997
CNK,0,VWAP,38.060001
GRBK,-1,VWAP,73.459999
PGEN,11,VWAP,6.860000
CQP,-1,VWAP,65.800003
EQX,10,VWAP,9.520000
HROW,-1,VWAP,40.150002
OGG,45,VWAP,2.800000
KDP,2,VWAP,32.500000
LULU,0,VWAP,122.599998
FNV,0,VWAP,224.520004
SARO,1,VWAP,30.860001
PM,0,VWAP,191.149994
SSNC,0,VWAP,79.209999
MDXG,9,VWAP,4.160000
POET,9,VWAP,7.930000
MBIN,0,VWAP,55.959999
MC,0,VWAP,69.930000
MSCI,0,VWAP,570.000000
AROC,0,VWAP,34.139999
EVTC,-1,VWAP,31.170000
EFXT,-2,VWAP,20.700001
QLYS,0,VWAP,180.000000
SDGR,0,VWAP,17.261999
PAGP,0,VWAP,25.549999
BCC,0,VWAP,84.529999
LOPE,0,VWAP,150.690002
ECHO,0,VWAP,86.730003
BFST,0,VWAP,32.200001
AGNC,15,VWAP,10.670000
BTG,73,VWAP,4.060000
WD,-1,VWAP,47.990002
ZG,0,VWAP,31.120001
NX,-1,VWAP,20.799999
FAF,0,VWAP,75.230003
PMT,5,VWAP,9.450000
SLRC,-1,VWAP,12.690000
VRTS,0,VWAP,162.410004
UI,0,VWAP,563.059998
IRDM,0,VWAP,48.470001
WDAY,0,VWAP,163.710007
SLS,7,VWAP,11.620000
HCI,0,VWAP,180.210007
SII,0,VWAP,116.519997
SFBS,0,VWAP,91.000000
CVE,2,VWAP,28.290001
IOVA,17,VWAP,5.950000
QNST,-2,VWAP,15.190000
IVR,19,VWAP,7.440000
PI,0,VWAP,162.089996
ZWS,0,VWAP,52.720001
MTDR,0,VWAP,49.810001
CHTR,0,VWAP,154.399994
MTSI,0,VWAP,270.000000
STWD,3,VWAP,16.070000
NOW,0,VWAP,113.000000
TWO,11,VWAP,12.030000
LOB,-1,VWAP,44.060001
ANET,0,VWAP,192.410004
BE,0,VWAP,223.000000
DOCU,0,VWAP,56.020000
COLL,-3,VWAP,31.674999
ETSY,0,VWAP,81.989998
HUBS,0,VWAP,193.190002
PLTR,0,VWAP,155.869995
ARI,18,VWAP,6.670000
ADUS,0,VWAP,116.919998
DG,0,VWAP,128.139999
LPLA,0,VWAP,363.429993
OPLN,-2,VWAP,38.189999
MGNI,1,VWAP,23.000000
BOX,0,VWAP,31.510000
PEB,1,VWAP,19.080000
GNRC,0,VWAP,214.910004
NUTX,0,VWAP,156.440002
BKU,0,VWAP,47.910000
HR,2,VWAP,20.570000
VPG,0,VWAP,71.400002
PRI,0,VWAP,323.000000
LEA,0,VWAP,124.809998
TRNO,0,VWAP,69.589996
AR,0,VWAP,34.930000
BNL,0,VWAP,21.459999
CALX,0,VWAP,38.259998
GBDC,0,VWAP,12.830000
SPSC,0,VWAP,71.989998
YELP,0,VWAP,25.299999
CRMD,7,VWAP,7.430000
RYZ,-1,VWAP,27.910000
PLOW,0,VWAP,45.990002
PDM,-1,VWAP,9.760000
HPP,-3,VWAP,15.340000
GDOT,-4,VWAP,13.480000
CBOE,0,VWAP,290.230011
ALM,5,VWAP,13.450000
AIP,-1,VWAP,29.865000
GRPN,0,VWAP,26.610001
HQY,0,VWAP,104.470001
ATKR,0,VWAP,93.620003
HCA,0,VWAP,412.000000
AGIO,0,VWAP,31.440001
SXC,1,VWAP,9.690000
GKOS,0,VWAP,171.169998
BAH,0,VWAP,72.379997
SNDX,1,VWAP,19.610001
OXLC,2,VWAP,9.120000
TPB,0,VWAP,84.169998
KNX,0,VWAP,70.309998
NMFC,1,VWAP,7.350000
STAG,0,VWAP,37.650002
PANW,0,VWAP,350.130005
INN,7,VWAP,6.910000
TRGP,0,VWAP,268.380005
AAT,0,VWAP,23.230000
FIVE,0,VWAP,225.740005
VC,0,VWAP,104.900002
CTGO,-1,VWAP,17.910000
DFTX,0,VWAP,44.389999
BAND,0,VWAP,44.540001
XYZ,0,VWAP,83.760002
DBX,2,VWAP,34.540001
MEC,-1,VWAP,25.090000
PHR,3,VWAP,11.320000
KMI,1,VWAP,31.500000
TDOC,10,VWAP,6.800000
TNDM,1,VWAP,19.299999
TCMD,-4,VWAP,29.950001
W,0,VWAP,106.599998
FBIN,0,VWAP,51.139999
PEN,0,VWAP,324.440002
IRTC,0,VWAP,122.820000
VCYT,0,VWAP,45.799999
LZ,16,VWAP,6.130000
GWRE,0,VWAP,153.529999
APPN,0,VWAP,30.209999
UAN,0,VWAP,126.599998
VEEV,0,VWAP,209.000000
FRPT,0,VWAP,68.330002
XYL,0,VWAP,122.699997
AGNT,9,VWAP,4.070000
TSLX,-1,VWAP,18.250000
RLJ,2,VWAP,12.890000
NTRA,0,VWAP,267.709991
OCUL,1,VWAP,8.450000
FBRX,1,VWAP,76.750000
LQDA,0,VWAP,89.250000
ADPT,0,VWAP,24.580000
VAC,0,VWAP,110.769997
SIBN,0,VWAP,18.040001
CTMX,34,VWAP,3.310000
MARA,15,VWAP,10.930000
FDUS,-1,VWAP,20.160000
SFM,0,VWAP,85.379997
ARMK,0,VWAP,56.910000
AMTB,0,VWAP,29.709999
MCB,0,VWAP,94.040001
FIVN,0,VWAP,28.809999
HII,0,VWAP,322.470001
ALSN,0,VWAP,117.730003
BRX,4,VWAP,31.120001
PFLT,6,VWAP,7.120000
APAM,0,VWAP,42.779999
TRIP,8,VWAP,10.940000
CHEF,0,VWAP,109.589996
NTNX,0,VWAP,59.259998
ORC,17,VWAP,6.400000
CDW,0,VWAP,138.789993
MCHB,0,VWAP,17.160000
TDUP,48,VWAP,3.820000
MAMA,0,VWAP,18.370001
AVTX,-1,VWAP,17.870001
PPTA,0,VWAP,22.340000
USAC,-2,VWAP,26.040001
RBLX,1,VWAP,35.599998
ENPH,0,VWAP,38.400002
RARE,0,VWAP,24.990000
ARDX,41,VWAP,4.890000
NET,0,VWAP,283.179993
POST,0,VWAP,90.360001
VRNS,0,VWAP,42.209999
ABNB,0,VWAP,152.139999
FSK,1,VWAP,11.640000
VTOL,-1,VWAP,45.509998
HAPN,0,VWAP,20.219999
OKTA,0,VWAP,141.240005
MUSA,0,VWAP,540.000000
ROKU,0,VWAP,148.320007
FLYW,1,VWAP,18.450001
INSP,0,VWAP,59.599998
LASR,-1,VWAP,74.320000
P,0,VWAP,83.839996
RH,0,VWAP,192.770004
MDB,0,VWAP,358.000000
ENVA,0,VWAP,262.279999
CUBI,0,VWAP,83.209999
CAI,0,VWAP,19.000000
LIF,-2,VWAP,59.900002
PINS,1,VWAP,23.219999
RUN,6,VWAP,9.045000
ABBV,0,VWAP,249.039993
AMBQ,0,VWAP,62.020000
ANAB,0,VWAP,55.279999
ZVRA,3,VWAP,11.305000
XNCR,-1,VWAP,21.959999
HTFL,0,VWAP,27.000000
PCOR,0,VWAP,54.470001
DOCS,0,VWAP,21.209999
SGML,2,VWAP,10.540000
PSNL,6,VWAP,13.220000
PBF,0,VWAP,62.599998
TMQ,17,VWAP,3.510000
PSX,0,VWAP,208.970001
ESAB,0,VWAP,92.000000
BRZE,0,VWAP,24.840000
BL,0,VWAP,29.680000
FRSH,6,VWAP,11.130000
TWLO,0,VWAP,187.100006
UBER,0,VWAP,68.629997
PTGX,0,VWAP,145.009995
UNIT,4,VWAP,9.750000
TRUP,-3,VWAP,27.590000
ROOT,-1,VWAP,47.000000
PGNY,0,VWAP,31.360001
VRDN,0,VWAP,20.934999
ARRY,22,VWAP,6.260000
KNF,-1,VWAP,67.660004
ESRT,22,VWAP,4.900000
ADMA,8,VWAP,9.700000
FANG,0,VWAP,189.550003
TRU,0,VWAP,79.989998
SKWD,0,VWAP,63.029999
IR,0,VWAP,91.779999
GMED,0,VWAP,81.000000
XENE,0,VWAP,64.500000
BLMN,2,VWAP,12.150000
COUR,19,VWAP,5.700000
CHRN,0,VWAP,23.250000
INTA,0,VWAP,35.919998
ZS,0,VWAP,155.750000
IQV,0,VWAP,236.000000
NXE,7,VWAP,9.980000
SUN,0,VWAP,73.779999
NWS,0,VWAP,34.709999
MPLX,0,VWAP,59.680000
BLZE,1,VWAP,18.245001
HUT,0,VWAP,90.250000
ZTS,0,VWAP,78.820000
ESQ,0,VWAP,132.970001
SAIC,0,VWAP,120.900002
PARR,0,VWAP,71.050003
LW,0,VWAP,53.820000
DUOL,0,VWAP,130.110001
NBHC,0,VWAP,42.930000
VVV,0,VWAP,36.590000
GFL,0,VWAP,41.630001
ACRS,6,VWAP,6.340000
BFAM,0,VWAP,74.959999
WES,-1,VWAP,47.029999
RLMD,14,VWAP,5.440000
GLPI,0,VWAP,44.259998
DDOG,0,VWAP,227.449997
AMH,0,VWAP,35.000000
MRNA,0,VWAP,57.540001
TRVI,2,VWAP,18.650000
PRKS,0,VWAP,45.549999
RITM,7,VWAP,10.140000
ZM,0,VWAP,98.809998
PD,3,VWAP,10.760000
CXM,28,VWAP,6.580000
SNAP,51,VWAP,5.200000
HASI,-1,VWAP,38.220001
AMRX,0,VWAP,18.700001
SFIX,23,VWAP,4.120000
FHB,0,VWAP,28.080000
GSBD,0,VWAP,8.840000
SHOP,0,VWAP,143.699997
REAL,4,VWAP,12.440000
DOO,0,VWAP,66.110001
GNL,9,VWAP,8.940000
ESI,0,VWAP,37.919998
VISN,4,VWAP,10.970000
KN,0,VWAP,39.369999
LYFT,5,VWAP,16.270000
REXR,0,VWAP,36.919998
LIND,0,VWAP,34.560001
NAVI,-1,VWAP,9.130000
FSLY,0,VWAP,22.730000
IRT,2,VWAP,17.260000
MIAX,0,VWAP,46.189999
BURL,0,VWAP,371.440002
OUT,0,VWAP,32.139999
FIGS,3,VWAP,10.860000
FOXF,-3,VWAP,19.850000
OGS,0,VWAP,80.470001
OMF,0,VWAP,65.769997
PVLA,0,VWAP,155.399994
LGIH,0,VWAP,61.840000
U,0,VWAP,36.009998
KODK,0,VWAP,9.690000
MTUS,-1,VWAP,21.830000
HLT,0,VWAP,324.660004
KEYS,0,VWAP,333.100006
DNOW,1,VWAP,15.430000
TDAY,5,VWAP,8.050000
AVO,1,VWAP,12.240000
KHC,3,VWAP,25.767000
DASH,0,VWAP,214.669998
NMIH,0,VWAP,45.119999
WRBY,1,VWAP,25.070000
MMI,0,VWAP,32.700001
CC,3,VWAP,14.620000
ALKT,0,VWAP,18.309999
CTRE,0,VWAP,41.570000
SG,18,VWAP,5.880000
AAL,9,VWAP,16.400000
VVX,0,VWAP,79.889999
ONT,-3,VWAP,15.280000
LADR,3,VWAP,9.480000
IBP,0,VWAP,246.360001
OMDA,-1,VWAP,18.780001
RYAM,4,VWAP,9.770000
GOLD,0,VWAP,43.000000
QTWO,0,VWAP,62.509998
ATEN,0,VWAP,27.930000
TTD,8,VWAP,18.520000
SHAK,0,VWAP,71.959999
BLBD,-1,VWAP,70.070000
APLE,4,VWAP,17.030001
PAYC,0,VWAP,212.889999
VIRT,0,VWAP,58.310001
SYF,0,VWAP,79.779999
PCTY,0,VWAP,148.179993
MEDP,0,VWAP,588.000000
SYRE,0,VWAP,102.389999
ARES,0,VWAP,138.899994
PAHC,0,VWAP,36.480000
UE,0,VWAP,21.760000
HRTG,-1,VWAP,34.540001
GH,0,VWAP,160.429993
ENR,-1,VWAP,22.299999
LMB,-2,VWAP,49.730000
CCS,0,VWAP,71.250000
APP,0,VWAP,338.450012
XIFR,2,VWAP,11.580000
CDNA,0,VWAP,46.000000
TWST,0,VWAP,113.760002
OR,0,VWAP,32.060001
VKTX,0,VWAP,33.500000
GDDY,0,VWAP,90.279999
FNF,0,VWAP,52.160000
IBTA,-1,VWAP,35.299999
IRMD,0,VWAP,92.669998
CFG,0,VWAP,74.250000
LNTH,0,VWAP,101.519997
XHR,0,VWAP,20.350000
CSTL,0,VWAP,30.200001
LITE,0,VWAP,808.530029
RIVN,3,VWAP,15.390000
VCTR,0,VWAP,102.500000
CZR,2,VWAP,30.150000
DBVT,-3,VWAP,14.290000
QSR,0,VWAP,73.339996
NXRT,0,VWAP,24.830000
PYPL,0,VWAP,58.290001
HPE,0,VWAP,51.380001
PJT,0,VWAP,174.929993
WK,0,VWAP,60.680000
BOOT,0,VWAP,162.009995
SNOW,0,VWAP,304.390015
COGT,0,VWAP,41.880001
RYTM,0,VWAP,110.029999
MSGS,0,VWAP,393.649994
ALOY,0,VWAP,9.620000
FND,0,VWAP,62.110001
ALRM,0,VWAP,56.090000
BW,6,VWAP,9.350000
NTLA,4,VWAP,10.640000
ULS,0,VWAP,77.970001
CSW,0,VWAP,329.820007
ANNX,13,VWAP,5.370000
DEA,0,VWAP,25.330000
IBRX,8,VWAP,7.240000
QRVO,0,VWAP,94.650002
TXG,0,VWAP,46.830002
VIA,-2,VWAP,20.790001
RGNX,4,VWAP,11.280000
ATEX,0,VWAP,100.669998
RVMD,0,VWAP,197.720001
NXT,0,VWAP,98.349998
SEDG,0,VWAP,34.474998
NRDS,0,VWAP,9.000000
KURA,2,VWAP,9.160000
BSM,-2,VWAP,14.320000
RBRK,0,VWAP,82.010002
NEXT,11,VWAP,6.580000
APPF,0,VWAP,190.830002
CWEN,0,VWAP,32.509998
SHC,2,VWAP,18.549999
WING,0,VWAP,121.180000
HOOD,0,VWAP,90.709999
MNST,1,VWAP,94.000000
DNLI,-1,VWAP,24.480000
JXN,0,VWAP,133.509995
FSV,0,VWAP,144.279999
OLLI,0,VWAP,78.400002
IOT,0,VWAP,37.470001
RPD,2,VWAP,10.404000
UA,16,VWAP,6.670000
TTAN,0,VWAP,82.239998
CRVS,-1,VWAP,13.820000
PLNT,0,VWAP,55.500000
FCPT,0,VWAP,25.400000
AGI,0,VWAP,30.809999
ONDS,22,VWAP,8.620000
PRCT,-1,VWAP,18.879999
ACI,5,VWAP,11.880000
NGVT,0,VWAP,77.790001
Z,0,VWAP,30.809999
PCVX,0,VWAP,55.169998
DFIN,0,VWAP,49.419998
GOOGL,0,VWAP,360.769989
GOOG,0,VWAP,358.791992
SGRY,-1,VWAP,15.350000
SITE,0,VWAP,101.480003
KVYO,2,VWAP,16.200001
PFGC,0,VWAP,113.750000
WSC,2,VWAP,26.459999
LSPD,1,VWAP,10.170000
AA,0,VWAP,47.240002
LAUR,0,VWAP,38.049999
S,2,VWAP,20.200001
AXSM,0,VWAP,212.729996
RRR,0,VWAP,61.750000
YUMC,0,VWAP,47.880001
